taxonID	property	value	remarks
22932	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
22935	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
22936	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22937	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
22938	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22939	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22940	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22942	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22943	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22944	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22945	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22946	CITES	Appendix II	Appendix II:Except the species included in Appendix I and Aloe vera, also referenced as Aloe barbadensis, which is not included in the Appendices.
22947	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22949	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22950	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22951	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
22953	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
22955	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22956	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22960	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22962	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22963	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
22965	CITES	Appendix II	
22967	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
22969	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22972	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22974	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22975	CITES	Appendix II	
22976	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22978	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22980	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22981	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22982	CITES	Appendix II	Appendix II:Listed under Cyathea spp.
22983	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22984	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22985	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22988	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22989	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22990	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22993	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22994	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22996	CITES	Appendix II	Appendix II:Except the species included in Appendix I
22999	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23001	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23004	CITES	Appendix II	
23005	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23007	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23009	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23010	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23011	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23013	CITES	Appendix II	
23014	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23015	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23016	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23017	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23018	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23019	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23020	CITES	Appendix II	Appendix II:Except the species included in Appendix I and Aloe vera, also referenced as Aloe barbadensis, which is not included in the Appendices.
23021	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23022	CITES	Appendix II	
23023	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23024	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23027	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23028	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23029	CITES	Appendix II	Appendix II:Except the species included in Appendix I and Aloe vera, also referenced as Aloe barbadensis, which is not included in the Appendices.
23030	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23031	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23032	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23033	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23034	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23036	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23037	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23040	CITES	Appendix II	
23041	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23042	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23043	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23046	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23047	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23048	CITES	Appendix II	Appendix II:Included in Diospyros spp.
23049	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23050	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23051	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23052	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23053	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23054	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23057	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23061	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23065	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23066	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23069	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23070	CITES	Appendix II	Appendix II:Included in Diospyros spp.
23071	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23072	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23073	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23075	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23076	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23077	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23078	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23080	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23081	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23082	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23084	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23086	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23087	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23090	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23091	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23092	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23094	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23095	CITES	Appendix II	Appendix II:Except the species included in Appendix I and Aloe vera, also referenced as Aloe barbadensis, which is not included in the Appendices.
23097	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23098	CITES	Appendix II	Appendix II:Except the species included in Appendix I and Aloe vera, also referenced as Aloe barbadensis, which is not included in the Appendices.
23100	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23101	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23103	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23104	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23105	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23106	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23107	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23108	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23109	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23111	CITES	Appendix II	Appendix II:Included in Diospyros spp.
23113	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23115	CITES	Appendix II	Appendix II:Except the species included in Appendix I and Aloe vera, also referenced as Aloe barbadensis, which is not included in the Appendices.
23116	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23118	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23119	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23124	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23125	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23127	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23128	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23129	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23130	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23131	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23133	CITES	Appendix II	Appendix II:Except the species included in Appendix I and Aloe vera, also referenced as Aloe barbadensis, which is not included in the Appendices.
23134	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23136	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23137	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23139	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23140	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23141	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23142	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23143	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23144	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23145	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23146	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23148	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23149	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23150	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23151	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23152	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23154	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23156	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23157	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23158	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23161	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23163	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23166	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23167	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23169	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23170	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23171	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23172	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23173	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23174	CITES	Appendix II	Appendix II:Except the species included in Appendix I and Aloe vera, also referenced as Aloe barbadensis, which is not included in the Appendices.
23175	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23176	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23179	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23180	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23184	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23185	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23188	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23189	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23191	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23192	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23194	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23196	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23197	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23198	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23200	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23201	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23203	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23204	CITES	Appendix II	Appendix II:Except the species included in Appendix I and Aloe vera, also referenced as Aloe barbadensis, which is not included in the Appendices.
23205	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23206	CITES	Appendix II	
23207	CITES	Appendix II	
23209	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23211	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23213	CITES	Appendix II	
23214	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23215	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23216	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23218	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23219	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23220	CITES	Appendix II	Appendix II:Except the species included in Appendix I and Aloe vera, also referenced as Aloe barbadensis, which is not included in the Appendices.
23221	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23223	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23225	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23226	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23227	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23228	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23229	CITES	Appendix II	Appendix II:Except for the species listed in Appendix I
23230	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23231	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23232	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23235	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23236	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23237	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23239	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23240	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23241	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23243	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23244	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23245	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23246	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23249	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23252	CITES	Appendix II	
23253	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23254	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23255	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23256	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23257	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23259	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23260	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23261	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23263	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23264	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23265	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23266	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23267	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23268	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23275	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23279	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23281	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23282	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23283	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23290	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23291	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23294	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23297	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23299	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23300	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23301	CITES	Appendix II	
23303	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23306	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23307	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23308	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23309	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23310	CITES	Appendix II	
23311	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23312	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23314	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23316	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23317	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23319	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23323	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23324	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23325	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23327	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23328	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23330	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23331	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23332	CITES	Appendix II	
23335	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23336	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23337	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23339	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23340	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23341	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23342	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23343	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23346	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23349	CITES	Appendix II	Appendix II:Succulent species only except Euphorbia misera and the species included in Appendix I. Artificially propagated specimens of cultivars of Euphorbia trigona, artificially propagated specimens of crested, fanshaped or colour mutants of Euphorbia lactea, when grafted on artificially propagated root stock of Euphorbia neriifolia, and artificially propagated specimens of cultivars of Euphorbia ‘Milii’ when they are traded in shipments of 100 or more plants and readily recognizable as artificially propagated specimens, are not subject to the provisions of the Convention)
23351	CITES	Appendix II	Appendix II:Included in Diospyros spp.
23352	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23353	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23354	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23355	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23357	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23358	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23359	CITES	Appendix II	Appendix II:Included in Diospyros spp.
23360	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23362	CITES	Appendix II	
23363	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23366	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23368	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23370	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23373	CITES	Appendix II	
23374	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23375	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23376	CITES	Appendix II	Appendix II:Except the species included in Appendix I and except Pereskia spp., Pereskiopsis spp. and Quiabentia spp.
23377	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23378	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23380	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23381	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23383	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23386	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23387	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23388	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23389	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23390	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23391	CITES	Appendix II	Appendix II:Except the species included in Appendix I
23393	CITES	Appendix II	Appendix II:Except the species included in Appendix I
